,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
2788,2788,0.4499999623393607,0.4,True,256.0,883.0,1.0,391.0,1
2789,2789,-0.842367829822394,-0.8,False,491.0,888.0,0.0,511.0,1
2790,2790,0.46235911159665455,0.5,True,440.0,656.0,1.0,284.0,1
2791,2791,0.9960067484824586,1.0,True,300.0,590.0,1.0,210.0,1
2792,2792,0.16223556574543285,0.2,True,296.0,538.0,1.0,1316.0,1
2793,2793,0.2747568021092528,0.3,True,457.0,967.0,1.0,466.0,1
2794,2794,-0.7222269142432711,-0.7,False,269.0,621.0,0.0,330.0,1
2795,2795,-0.7686585722690156,-0.8,False,396.0,607.0,0.0,387.0,1
2796,2796,-0.9657423774227489,-1.0,False,414.0,906.0,0.0,230.0,1
2797,2797,-0.9467080290546879,-0.9,False,464.0,710.0,0.0,176.0,1
2798,2798,0.5076086720972506,0.5,True,425.0,900.0,1.0,485.0,1
2799,2799,-0.3797805567129804,-0.4,False,267.0,719.0,0.0,1684.0,1
2800,2800,0.8077168497234553,0.8,True,378.0,547.0,1.0,85.0,1
2801,2801,0.053865181194598266,0.1,True,409.0,701.0,1.0,3890.0,1
2802,2802,0.0682912338018935,0.1,True,412.0,881.0,0.0,1857.0,0
2803,2803,0.21455028991073388,0.2,True,359.0,845.0,1.0,746.0,1
2804,2804,0.24557294976935795,0.2,True,363.0,809.0,1.0,548.0,1
2805,2805,0.6363354127156093,0.6,True,421.0,926.0,1.0,313.0,1
2806,2806,0.6310659580218556,0.6,True,356.0,592.0,1.0,582.0,1
2807,2807,0.4534711819940398,0.5,True,312.0,679.0,1.0,189.0,1
2808,2808,0.15011383291105407,0.2,True,315.0,525.0,0.0,1820.0,0
2809,2809,0.7925399239350079,0.8,True,283.0,746.0,1.0,251.0,1
2810,2810,-0.10325502483880888,-0.1,False,456.0,696.0,0.0,1608.0,1
2811,2811,-0.22998795798650895,-0.2,False,412.0,615.0,0.0,743.0,1
2812,2812,-0.27527142113767145,-0.3,False,441.0,665.0,0.0,1324.0,1
2813,2813,0.8053541218823401,0.8,True,394.0,589.0,1.0,407.0,1
2814,2814,0.12508768634856327,0.1,True,355.0,959.0,1.0,1986.0,1
2815,2815,-0.9022032410879379,-0.9,False,331.0,740.0,0.0,309.0,1
2816,2816,-0.5167782510924097,-0.5,False,346.0,872.0,0.0,152.0,1
2817,2817,0.885952892946559,0.9,True,365.0,925.0,1.0,510.0,1
2818,2818,0.5397900213375004,0.5,True,403.0,862.0,1.0,895.0,1
2819,2819,0.34658935674021607,0.3,True,386.0,636.0,1.0,628.0,1
2820,2820,0.2661853482970751,0.3,True,470.0,924.0,1.0,2136.0,1
2821,2821,-0.9438615991771,-0.9,False,454.0,713.0,0.0,343.0,1
2822,2822,0.3811272928928564,0.4,True,417.0,802.0,1.0,1221.0,1
2823,2823,-0.5742560038846074,-0.6,False,379.0,649.0,0.0,342.0,1
2824,2824,-0.36895907090497304,-0.4,False,366.0,521.0,0.0,973.0,1
2825,2825,-0.9250287456100703,-0.9,False,275.0,943.0,0.0,162.0,1
2826,2826,-0.26585277548771,-0.3,False,337.0,979.0,0.0,2594.0,1
2827,2827,-0.4230363944580966,-0.4,False,292.0,783.0,0.0,3175.0,1
2828,2828,-0.07270613241268165,-0.1,False,372.0,589.0,0.0,1009.0,1
2829,2829,0.3913363931679035,0.4,True,268.0,691.0,1.0,611.0,1
2830,2830,0.08193753008801363,0.1,True,487.0,932.0,1.0,3581.0,1
2831,2831,0.7305777872859698,0.7,True,359.0,901.0,1.0,210.0,1
2832,2832,0.9483142099044657,0.9,True,353.0,650.0,1.0,627.0,1
2833,2833,0.5855617001634068,0.6,True,288.0,754.0,1.0,628.0,1
2834,2834,0.6192890981507133,0.6,True,466.0,779.0,1.0,545.0,1
2835,2835,0.7284077387041565,0.7,True,406.0,977.0,1.0,287.0,1
2836,2836,0.6432789216215029,0.6,True,478.0,973.0,1.0,819.0,1
2837,2837,-0.20723324088224282,-0.2,False,407.0,825.0,1.0,3768.0,0
2838,2838,-0.6685609914251363,-0.7,False,333.0,785.0,0.0,322.0,1
2839,2839,-0.512316131954907,-0.5,False,406.0,638.0,0.0,696.0,1
2840,2840,-0.20609555373720645,-0.2,False,338.0,878.0,0.0,3784.0,1
2841,2841,0.9514944782783346,1.0,True,292.0,681.0,1.0,557.0,1
2842,2842,-0.4616196408593025,-0.5,False,291.0,709.0,0.0,1860.0,1
2843,2843,0.07453447581125361,0.1,True,499.0,937.0,1.0,2484.0,1
2844,2844,0.8792280617203434,0.9,True,468.0,651.0,1.0,621.0,1
2845,2845,0.5187129733593705,0.5,True,258.0,855.0,1.0,847.0,1
2846,2846,0.011589201768535506,0.0,True,298.0,966.0,1.0,3736.0,1
2847,2847,-0.5435248862817748,-0.5,False,391.0,811.0,0.0,568.0,1
2848,2848,-0.7443686632139372,-0.7,False,251.0,717.0,0.0,402.0,1
2849,2849,-0.6291570073769144,-0.6,False,326.0,566.0,0.0,668.0,1
2850,2850,-0.29029166017441876,-0.3,False,261.0,722.0,0.0,1457.0,1
2851,2851,0.9105110079143035,0.9,True,399.0,883.0,1.0,278.0,1
2852,2852,-0.4353210817787403,-0.4,False,451.0,984.0,0.0,545.0,1
2853,2853,-0.3134609276280147,-0.3,False,374.0,856.0,0.0,1360.0,1
2854,2854,-0.8413732673204206,-0.8,False,371.0,586.0,0.0,313.0,1
2855,2855,0.676618614909444,0.7,True,257.0,774.0,1.0,379.0,1
2856,2856,-0.976436614285918,-1.0,False,387.0,737.0,0.0,86.0,1
2857,2857,-0.16372953619173924,-0.2,False,442.0,854.0,0.0,1944.0,1
2858,2858,0.17337254925656564,0.2,True,350.0,698.0,1.0,3242.0,1
2859,2859,0.26548795094536226,0.3,True,488.0,938.0,1.0,3574.0,1
2860,2860,-0.6015306649154666,-0.6,False,404.0,506.0,0.0,360.0,1
2861,2861,-0.7407109698128329,-0.7,False,372.0,964.0,0.0,304.0,1
2862,2862,-0.41191979501269604,-0.4,False,430.0,763.0,0.0,1867.0,1
2863,2863,-0.9072337588591743,-0.9,False,408.0,731.0,0.0,221.0,1
2864,2864,0.9940431455942953,1.0,True,255.0,765.0,1.0,270.0,1
2865,2865,-0.23060026561418767,-0.2,False,321.0,639.0,0.0,3040.0,1
2866,2866,-0.10375160810824391,-0.1,False,285.0,549.0,1.0,3456.0,0
2867,2867,-0.732568694131088,-0.7,False,368.0,975.0,0.0,227.0,1
2868,2868,0.41597602739323514,0.4,True,407.0,892.0,1.0,351.0,1
2869,2869,-0.7944059422617666,-0.8,False,364.0,535.0,0.0,561.0,1
2870,2870,-0.8813362293319442,-0.9,False,422.0,882.0,0.0,796.0,1
2871,2871,-0.8554206968567177,-0.9,False,430.0,881.0,0.0,139.0,1
2872,2872,0.20106320303924208,0.2,True,270.0,810.0,1.0,540.0,1
2873,2873,0.42917015898899935,0.4,True,323.0,688.0,1.0,209.0,1
2874,2874,-0.5426969918058735,-0.5,False,449.0,707.0,0.0,584.0,1
2875,2875,-0.5826782035961766,-0.6,False,300.0,708.0,0.0,662.0,1
2876,2876,-0.11910093663693799,-0.1,False,328.0,589.0,0.0,4083.0,1
2877,2877,0.2439073987111946,0.2,True,471.0,678.0,1.0,911.0,1
2878,2878,0.7159349955045822,0.7,True,361.0,944.0,1.0,475.0,1
2879,2879,-0.2692003553326643,-0.3,False,379.0,640.0,0.0,881.0,1
2880,2880,0.4382352206561424,0.4,True,371.0,760.0,1.0,949.0,1
2881,2881,-0.5198428785379796,-0.5,False,377.0,731.0,0.0,402.0,1
2882,2882,0.05816241028192204,0.1,True,484.0,866.0,0.0,1090.0,0
2883,2883,0.9726011957566381,1.0,True,347.0,634.0,1.0,279.0,1
2884,2884,-0.6310817100624431,-0.6,False,450.0,653.0,0.0,197.0,1
2885,2885,-0.5184667111942842,-0.5,False,307.0,914.0,0.0,349.0,1
2886,2886,0.8072192111003387,0.8,True,474.0,779.0,1.0,257.0,1
2887,2887,0.3043442169487294,0.3,True,312.0,555.0,1.0,4133.0,1
2888,2888,-0.2214358116755144,-0.2,False,487.0,662.0,0.0,2911.0,1
2889,2889,0.36915013536795493,0.4,True,498.0,830.0,1.0,322.0,1
2890,2890,0.5212574807101291,0.5,True,369.0,822.0,1.0,1079.0,1
2891,2891,-0.8004811831832532,-0.8,False,424.0,624.0,0.0,52.0,1
2892,2892,-0.3365502237253706,-0.3,False,445.0,896.0,0.0,1109.0,1
2893,2893,0.3074390541397434,0.3,True,267.0,761.0,1.0,542.0,1
2894,2894,-0.44653231236189117,-0.4,False,473.0,768.0,0.0,1049.0,1
2895,2895,0.9148650368007729,0.9,True,311.0,528.0,1.0,571.0,1
2896,2896,0.5679739119758296,0.6,True,301.0,967.0,1.0,822.0,1
2897,2897,-0.46729264738865983,-0.5,False,488.0,506.0,0.0,1376.0,1
2898,2898,-0.9527122375985349,-1.0,False,415.0,930.0,0.0,415.0,1
2899,2899,-0.3632563957213353,-0.4,False,278.0,615.0,0.0,2137.0,1
2900,2900,0.8489162327362141,0.8,True,424.0,685.0,1.0,371.0,1
2901,2901,-0.6957429399373629,-0.7,False,328.0,813.0,0.0,159.0,1
2902,2902,0.49470508187294127,0.5,True,387.0,936.0,1.0,1157.0,1
2903,2903,0.26721840471398717,0.3,True,466.0,955.0,1.0,1049.0,1
2904,2904,0.37834781938160433,0.4,True,294.0,755.0,1.0,391.0,1
2905,2905,0.8816348652279486,0.9,True,425.0,669.0,1.0,236.0,1
2906,2906,0.36973898327905674,0.4,True,250.0,763.0,1.0,2357.0,1
2907,2907,0.93836114207307,0.9,True,390.0,585.0,1.0,625.0,1
2908,2908,0.38043989103967113,0.4,True,423.0,637.0,1.0,2610.0,1
2909,2909,0.15562049116632726,0.2,True,331.0,943.0,1.0,3356.0,1
2910,2910,0.3103967411551356,0.3,True,369.0,926.0,1.0,2085.0,1
2911,2911,0.4188343936510237,0.4,True,349.0,952.0,1.0,309.0,1
2912,2912,0.023952430189281282,0.0,True,455.0,669.0,1.0,1576.0,1
2913,2913,0.3006088654441388,0.3,True,496.0,668.0,1.0,1416.0,1
2914,2914,0.1377763332720514,0.1,True,354.0,878.0,1.0,3768.0,1
