,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
2945,2945,-0.6311980759224949,-0.6,1,473.0,872.0,1.0,385.0,1,110.64057722325154
2946,2946,0.07894354867336695,0.1,0,323.0,690.0,1.0,587.0,0,276.31693539798994
2947,2947,0.8562128034622953,0.9,0,277.0,838.0,0.0,265.0,1,43.1361589613114
2948,2948,0.11144642628788093,0.1,0,386.0,867.0,0.0,2077.0,1,266.5660721136357
2949,2949,0.3059626563595572,0.3,0,455.0,534.0,0.0,871.0,1,208.21120309213285
2950,2950,-0.1901333713215203,-0.2,1,307.0,503.0,1.0,820.0,1,242.9599886035439
2951,2951,-0.9005875505599203,-0.9,1,250.0,732.0,1.0,188.0,1,29.823734832023895
2952,2952,0.5742260144462168,0.6,0,310.0,921.0,0.0,289.0,1,127.73219566613496
2953,2953,-0.1115948192484757,-0.1,1,353.0,762.0,1.0,685.0,1,266.5215542254573
2954,2954,0.4262334344022589,0.4,0,353.0,859.0,0.0,398.0,1,172.12996967932233
2955,2955,0.7451717071922586,0.7,0,256.0,806.0,0.0,718.0,1,76.44848784232244
2956,2956,-0.7194589494188772,-0.7,1,417.0,658.0,1.0,375.0,1,84.16231517433684
2957,2957,-0.710662160877483,-0.7,1,254.0,507.0,1.0,429.0,1,86.8013517367551
2958,2958,0.6611177063054097,0.7,0,444.0,778.0,0.0,388.0,1,101.6646881083771
2959,2959,-0.7714548229103106,-0.8,1,357.0,796.0,1.0,247.0,1,68.56355312690681
2960,2960,-0.8173427518123153,-0.8,1,451.0,914.0,1.0,345.0,1,54.797174456305406
2961,2961,-0.09781637728756798,-0.1,1,442.0,731.0,1.0,877.0,1,270.6550868137296
2962,2962,-0.35248245454357496,-0.4,1,454.0,939.0,1.0,467.0,1,194.2552636369275
2963,2963,0.07162933002961402,0.1,0,260.0,600.0,0.0,1250.0,1,278.5112009911158
2964,2964,0.7546893604653304,0.8,0,270.0,833.0,0.0,237.0,1,73.59319186040088
2965,2965,0.06803653310180091,0.1,0,325.0,694.0,0.0,621.0,1,279.5890400694597
2966,2966,0.5405661101885937,0.5,0,289.0,663.0,0.0,438.0,1,137.8301669434219
2967,2967,0.5682176055439108,0.6,0,409.0,882.0,0.0,399.0,1,129.53471833682676
2968,2968,0.4271748174762646,0.4,0,382.0,790.0,0.0,658.0,1,171.8475547571206
2969,2969,0.7678272772635766,0.8,0,459.0,533.0,0.0,238.0,1,69.65181682092702
2970,2970,0.3791450648814487,0.4,0,310.0,893.0,0.0,417.0,1,186.25648053556537
2971,2971,0.10069014663311071,0.1,0,288.0,670.0,0.0,1282.0,1,269.7929560100668
2972,2972,-0.7607253223782919,-0.8,1,439.0,921.0,1.0,270.0,1,71.78240328651242
2973,2973,-0.5051483472617655,-0.5,1,421.0,623.0,1.0,406.0,1,148.45549582147035
2974,2974,-0.10467181426265926,-0.1,1,286.0,825.0,1.0,669.0,1,268.59845572120224
2975,2975,-0.18648702289353225,-0.2,1,314.0,756.0,1.0,770.0,1,244.05389313194033
2976,2976,-0.9649402085601428,-1.0,1,427.0,747.0,1.0,186.0,1,10.517937431957147
2977,2977,-0.2157825737891652,-0.2,1,345.0,850.0,1.0,555.0,1,235.26522786325043
2978,2978,0.9605274006948559,1.0,0,321.0,840.0,0.0,209.0,1,11.841779791543239
2979,2979,-0.17940473950636093,-0.2,1,438.0,996.0,1.0,996.0,1,246.17857814809173
2980,2980,-0.6175362989435993,-0.6,1,251.0,723.0,1.0,636.0,1,114.73911031692022
2981,2981,-0.1300678661952901,-0.1,1,350.0,861.0,1.0,1039.0,1,260.979640141413
2982,2982,0.30214074943123204,0.3,0,370.0,573.0,0.0,677.0,1,209.3577751706304
2983,2983,0.7243392240215845,0.7,0,471.0,618.0,0.0,441.0,1,82.69823279352467
2984,2984,-0.9478326053259445,-0.9,1,451.0,835.0,1.0,264.0,1,15.650218402216654
2985,2985,0.4677911576699252,0.5,0,321.0,842.0,0.0,727.0,1,159.66265269902243
2986,2986,-0.41129972467136544,-0.4,1,299.0,737.0,1.0,484.0,1,176.61008259859037
2987,2987,-0.8027974788133974,-0.8,1,316.0,582.0,1.0,282.0,1,59.160756355980794
2988,2988,0.16257442061435934,0.2,0,343.0,697.0,0.0,650.0,1,251.22767381569219
2989,2989,-0.6994189480219601,-0.7,1,309.0,738.0,1.0,403.0,1,90.17431559341196
2990,2990,0.6993347261068252,0.7,0,357.0,702.0,0.0,421.0,1,90.19958216795243
2991,2991,0.4875799800594467,0.5,0,492.0,965.0,0.0,533.0,1,153.726005982166
2992,2992,-0.8366156821239628,-0.8,1,286.0,802.0,1.0,292.0,1,49.01529536281117
2993,2993,0.8820250431053493,0.9,0,262.0,917.0,0.0,261.0,1,35.3924870683952
2994,2994,-0.44035391877660035,-0.4,1,313.0,567.0,1.0,540.0,1,167.8938243670199
2995,2995,0.4727486935870606,0.5,0,306.0,881.0,0.0,483.0,1,158.17539192388182
2996,2996,0.15692151118386377,0.2,0,303.0,916.0,0.0,1081.0,1,252.92354664484088
2997,2997,0.7408139276098675,0.7,0,253.0,884.0,0.0,283.0,1,77.75582171703974
2998,2998,-0.033100299115663034,-0.0,1,294.0,523.0,1.0,3003.0,1,290.0699102653011
2999,2999,0.6720473098130899,0.7,0,396.0,663.0,0.0,241.0,1,98.38580705607302
3000,3000,0.41590515462074285,0.4,0,384.0,957.0,0.0,429.0,1,175.22845361377713
3001,3001,0.937352793757912,0.9,0,258.0,950.0,0.0,262.0,1,18.79416187262639
3002,3002,0.5259862579587908,0.5,0,453.0,728.0,0.0,369.0,1,142.20412261236274
3003,3003,-0.13717472402859543,-0.1,1,279.0,530.0,1.0,691.0,1,258.84758279142136
3004,3004,0.6844841974453375,0.7,0,322.0,955.0,0.0,543.0,1,94.65474076639875
3005,3005,0.49512120799608694,0.5,0,372.0,802.0,0.0,566.0,1,151.46363760117393
3006,3006,0.13114778935685223,0.1,0,400.0,544.0,0.0,946.0,1,260.6556631929443
3007,3007,0.9704751561619678,1.0,0,355.0,563.0,0.0,222.0,1,8.857453151409667
3008,3008,0.6324427485570749,0.6,0,371.0,653.0,0.0,376.0,1,110.26717543287752
3009,3009,-0.8886132893135248,-0.9,1,340.0,770.0,1.0,600.0,1,33.41601320594256
3010,3010,-0.7832018983013043,-0.8,1,414.0,892.0,1.0,344.0,1,65.03943050960872
3011,3011,0.32553484650972586,0.3,0,458.0,643.0,0.0,379.0,1,202.33954604708225
3012,3012,0.6500425621919814,0.7,0,347.0,861.0,0.0,272.0,1,104.98723134240558
3013,3013,-0.3330425244789603,-0.3,1,376.0,971.0,1.0,413.0,1,200.0872426563119
3014,3014,-0.8985057119232691,-0.9,1,450.0,841.0,1.0,239.0,1,30.448286423019265
3015,3015,-0.27666476973961585,-0.3,1,475.0,904.0,1.0,521.0,1,217.00056907811523
3016,3016,-0.3112928463656499,-0.3,1,396.0,731.0,1.0,1093.0,1,206.61214609030503
3017,3017,-0.03919521597430542,-0.0,1,415.0,593.0,1.0,2142.0,1,288.2414352077084
3018,3018,-0.6689173622412212,-0.7,1,402.0,593.0,1.0,325.0,1,99.32479132763363
3019,3019,0.4755615319224442,0.5,0,335.0,977.0,0.0,428.0,1,157.33154042326674
3020,3020,-0.03182367837979072,-0.0,1,427.0,989.0,1.0,804.0,1,290.4528964860628
3021,3021,-0.2641915534952297,-0.3,1,427.0,860.0,1.0,403.0,1,220.74253395143108
3022,3022,0.8171775174349474,0.8,0,351.0,836.0,0.0,373.0,1,54.84674476951579
3023,3023,0.35059706031704874,0.4,0,402.0,649.0,0.0,429.0,1,194.82088190488537
3024,3024,-0.30557021367261084,-0.3,1,292.0,999.0,1.0,469.0,1,208.32893589821674
3025,3025,-0.91678695603525,-0.9,1,390.0,932.0,1.0,208.0,1,24.963913189425014
3026,3026,-0.11619856018326002,-0.1,1,326.0,722.0,1.0,1162.0,1,265.140431945022
3027,3027,-0.6282733251393742,-0.6,1,442.0,700.0,1.0,358.0,1,111.51800245818775
3028,3028,-0.37269280265878035,-0.4,1,453.0,973.0,1.0,454.0,1,188.1921592023659
3029,3029,0.16202664551265977,0.2,0,453.0,684.0,0.0,453.0,1,251.39200634620207
3030,3030,-0.24184834699034474,-0.2,1,329.0,860.0,1.0,581.0,1,227.44549590289657
3031,3031,0.5553767603098623,0.6,0,473.0,600.0,0.0,497.0,1,133.38697190704133
3032,3032,-0.793837940826396,-0.8,1,276.0,742.0,1.0,222.0,1,61.84861775208119
3033,3033,0.4141040132082505,0.4,0,380.0,837.0,0.0,393.0,1,175.76879603752485
3034,3034,-0.220844212231452,-0.2,1,382.0,919.0,0.0,809.0,0,233.7467363305644
3035,3035,0.14713380461376335,0.1,0,422.0,851.0,0.0,777.0,1,255.859858615871
3036,3036,-0.10852582055101312,-0.1,1,374.0,774.0,1.0,2562.0,1,267.4422538346961
3037,3037,0.9849859489283452,1.0,0,353.0,766.0,0.0,161.0,1,4.50421532149643
3038,3038,0.9100091009182163,0.9,0,347.0,995.0,0.0,358.0,1,26.997269724535112
3039,3039,0.8174771178890248,0.8,0,463.0,763.0,0.0,274.0,1,54.756864633292565
3040,3040,0.4969298106445572,0.5,0,266.0,902.0,0.0,542.0,1,150.92105680663283
3041,3041,0.1796898136143601,0.2,0,261.0,641.0,0.0,688.0,1,246.09305591569196
3042,3042,0.3544407535348486,0.4,0,276.0,626.0,0.0,488.0,1,193.6677739395454
3043,3043,-0.9693627494911166,-1.0,1,472.0,841.0,1.0,187.0,1,9.191175152665032
3044,3044,-0.5051005218262419,-0.5,1,362.0,574.0,1.0,354.0,1,148.46984345212744
3045,3045,-0.12626868039700057,-0.1,1,407.0,857.0,1.0,466.0,1,262.11939588089984
3046,3046,0.5356546952181638,0.5,0,469.0,742.0,0.0,439.0,1,139.30359143455087
3047,3047,-0.21731056867282272,-0.2,1,373.0,540.0,1.0,1007.0,1,234.80682939815318
3048,3048,0.28036769973826736,0.3,0,480.0,716.0,0.0,444.0,1,215.88969007851978
3049,3049,0.35185796698146743,0.4,0,451.0,571.0,0.0,388.0,1,194.44260990555978
3050,3050,-0.32667344365058937,-0.3,1,374.0,548.0,1.0,568.0,1,201.9979669048232
3051,3051,-0.9214860758961831,-0.9,1,326.0,946.0,1.0,208.0,1,23.554177231145058
3052,3052,0.7017294347370366,0.7,0,412.0,570.0,0.0,538.0,1,89.48116957888901
3053,3053,-0.8995385338303072,-0.9,1,336.0,894.0,1.0,170.0,1,30.13843985090783
3054,3054,0.168046489310282,0.2,0,346.0,817.0,0.0,557.0,1,249.5860532069154
3055,3055,0.1150727134258327,0.1,0,472.0,955.0,0.0,833.0,1,265.4781859722502
3056,3056,0.8566951582427875,0.9,0,318.0,520.0,0.0,242.0,1,42.991452527163744
3057,3057,0.03194778802280851,0.0,0,253.0,682.0,0.0,2385.0,1,290.41566359315743
3058,3058,0.33287269744083603,0.3,0,410.0,919.0,0.0,571.0,1,200.1381907677492
3059,3059,0.5589357446803136,0.6,0,334.0,649.0,0.0,287.0,1,132.31927659590593
3060,3060,-0.02921644160306558,-0.0,1,361.0,737.0,0.0,632.0,0,291.2350675190803
3061,3061,-0.38368168393005053,-0.4,1,280.0,584.0,1.0,416.0,1,184.89549482098485
3062,3062,0.9919547983252557,1.0,0,452.0,664.0,0.0,184.0,1,2.4135605024232953
3063,3063,0.9678607739744178,1.0,0,382.0,743.0,0.0,245.0,1,9.64176780767465
3064,3064,-0.7249210643474318,-0.7,1,443.0,682.0,1.0,395.0,1,82.52368069577048
3065,3065,-0.24910170802527576,-0.2,1,437.0,606.0,1.0,677.0,1,225.26948759241728
3066,3066,-0.8231217278227378,-0.8,1,473.0,893.0,1.0,244.0,1,53.06348165317865
3067,3067,-0.9941860439020307,-1.0,1,434.0,638.0,1.0,128.0,1,1.7441868293907925
3068,3068,-0.3327001750751555,-0.3,1,314.0,999.0,1.0,477.0,1,200.18994747745336
3069,3069,-0.13112289641514652,-0.1,1,449.0,517.0,1.0,1594.0,1,260.663131075456
3070,3070,-0.6750837509056333,-0.7,1,388.0,929.0,1.0,373.0,1,97.47487472831
3071,3071,-0.23667788776706766,-0.2,1,451.0,570.0,0.0,509.0,0,228.9966336698797
3072,3072,0.7924083371784107,0.8,0,324.0,998.0,0.0,298.0,1,62.277498846476774
3073,3073,0.32724829655735466,0.3,0,259.0,683.0,0.0,478.0,1,201.8255110327936
3074,3074,-0.9712483725909993,-1.0,1,398.0,742.0,1.0,240.0,1,8.625488222700216
3075,3075,0.8397553408474849,0.8,0,380.0,806.0,0.0,524.0,1,48.07339774575452
3076,3076,0.4739636627020307,0.5,0,284.0,948.0,0.0,418.0,1,157.8109011893908
3077,3077,-0.5170076547788074,-0.5,1,381.0,695.0,1.0,794.0,1,144.8977035663578
3078,3078,0.2954650643669303,0.3,0,428.0,866.0,0.0,586.0,1,211.3604806899209
3079,3079,-0.3030007133832415,-0.3,1,296.0,905.0,1.0,359.0,1,209.09978598502755
3080,3080,0.7706777630414798,0.8,0,365.0,611.0,0.0,474.0,1,68.79667108755605
3081,3081,0.04458429209358594,0.0,0,328.0,652.0,0.0,740.0,1,286.6247123719242
3082,3082,0.4569707649087633,0.5,0,407.0,864.0,0.0,449.0,1,162.90877052737102
3083,3083,-0.9659537196531218,-1.0,1,403.0,780.0,1.0,377.0,1,10.213884104063453
3084,3084,-0.9819005573537067,-1.0,1,389.0,801.0,1.0,220.0,1,5.429832793887979
3085,3085,-0.30235244612587375,-0.3,1,273.0,929.0,1.0,598.0,1,209.29426616223788
3086,3086,0.024912017716796298,0.0,0,459.0,648.0,1.0,793.0,0,292.52639468496113
3087,3087,0.6211601857717242,0.6,0,371.0,700.0,0.0,409.0,1,113.65194426848275
3088,3088,0.661099273915666,0.7,0,485.0,841.0,0.0,324.0,1,101.67021782530018
3089,3089,0.33392418431386495,0.3,0,363.0,556.0,0.0,341.0,1,199.8227447058405
3090,3090,0.15933171719880912,0.2,0,254.0,650.0,0.0,1396.0,1,252.20048484035726
3091,3091,0.25879295869811436,0.3,0,464.0,508.0,0.0,568.0,1,222.3621123905657
3092,3092,0.5528912044356455,0.6,0,410.0,527.0,0.0,413.0,1,134.13263866930635
3093,3093,0.593144156755677,0.6,0,309.0,675.0,0.0,336.0,1,122.0567529732969
3094,3094,0.6962958678827005,0.7,0,432.0,968.0,0.0,240.0,1,91.11123963518986
3095,3095,-0.9886128439293409,-1.0,1,364.0,664.0,1.0,282.0,1,3.4161468211977297
3096,3096,0.5394203791832075,0.5,0,396.0,884.0,0.0,480.0,1,138.17388624503775
3097,3097,0.7589564297196332,0.8,0,323.0,666.0,0.0,351.0,1,72.31307108411005
3098,3098,0.4396077554085771,0.4,0,431.0,807.0,0.0,512.0,1,168.11767337742685
3099,3099,-0.45589544983263197,-0.5,1,418.0,860.0,1.0,512.0,1,163.2313650502104
3100,3100,0.29452477961919943,0.3,0,441.0,742.0,0.0,647.0,1,211.64256611424017
3101,3101,-0.6664738694827284,-0.7,1,477.0,627.0,1.0,376.0,1,100.0578391551815
3102,3102,-0.8376794903006461,-0.8,1,367.0,898.0,1.0,645.0,1,48.69615290980616
3103,3103,-0.1585428568959215,-0.2,1,284.0,914.0,1.0,512.0,1,252.43714293122355
3104,3104,-0.5903533876830955,-0.6,1,441.0,884.0,1.0,325.0,1,122.89398369507134
3105,3105,0.6939498536080904,0.7,0,285.0,908.0,0.0,237.0,1,91.8150439175729
3106,3106,-0.8119327607102849,-0.8,1,384.0,915.0,1.0,261.0,1,56.420171786914544
3107,3107,-0.18123563260075426,-0.2,1,496.0,948.0,1.0,956.0,1,245.6293102197737
3108,3108,-0.18474354261722903,-0.2,1,433.0,550.0,1.0,647.0,1,244.5769372148313
3109,3109,-0.6559314530994618,-0.7,1,438.0,593.0,1.0,359.0,1,103.22056407016147
3110,3110,0.8251047716224751,0.8,0,298.0,956.0,0.0,466.0,1,52.46856851325747
3111,3111,-0.5911081923372683,-0.6,1,252.0,978.0,1.0,440.0,1,122.66754229881951
3112,3112,-0.1804970455405821,-0.2,1,286.0,524.0,1.0,490.0,1,245.85088633782536
3113,3113,0.7385261210424969,0.7,0,442.0,583.0,0.0,785.0,1,78.44216368725093
3114,3114,-0.6173355414097559,-0.6,1,496.0,901.0,1.0,283.0,1,114.79933757707323
3115,3115,0.7087873899361239,0.7,0,338.0,712.0,0.0,290.0,1,87.36378301916284
3116,3116,-0.464798574170747,-0.5,1,437.0,694.0,1.0,419.0,1,160.5604277487759
3117,3117,-0.9530995766575425,-1.0,1,311.0,871.0,1.0,198.0,1,14.070127002737243
3118,3118,0.2961927452027078,0.3,0,446.0,594.0,0.0,570.0,1,211.14217643918766
3119,3119,0.4853308481176313,0.5,0,391.0,818.0,0.0,381.0,1,154.4007455647106
3120,3120,0.5193224335406608,0.5,0,463.0,835.0,0.0,472.0,1,144.20326993780176
3121,3121,-0.9602516376998438,-1.0,1,383.0,633.0,1.0,194.0,1,11.924508690046864
3122,3122,0.19701089978623187,0.2,0,483.0,954.0,0.0,1113.0,1,240.89673006413045
3123,3123,0.36165606871981826,0.4,0,430.0,772.0,0.0,448.0,1,191.50317938405453
3124,3124,0.22852745706250754,0.2,0,400.0,654.0,0.0,626.0,1,231.44176288124774
3125,3125,-0.19640231266567132,-0.2,1,404.0,653.0,1.0,743.0,1,241.07930620029862
3126,3126,0.4555213230525621,0.5,0,274.0,876.0,0.0,500.0,1,163.34360308423138
3127,3127,0.4104966019646197,0.4,0,316.0,514.0,0.0,370.0,1,176.8510194106141
3128,3128,-0.4234914681383104,-0.4,1,370.0,718.0,1.0,432.0,1,172.9525595585069
3129,3129,0.4339837470521777,0.4,0,259.0,513.0,0.0,528.0,1,169.8048758843467
3130,3130,0.1539066418490742,0.2,0,371.0,966.0,0.0,1093.0,1,253.82800744527773
3131,3131,0.11558136819157827,0.1,0,285.0,944.0,0.0,1491.0,1,265.32558954252653
3132,3132,-0.32186103204940086,-0.3,1,342.0,878.0,1.0,540.0,1,203.44169038517975
3133,3133,-0.1499393959730333,-0.1,1,302.0,522.0,1.0,776.0,1,255.01818120809
3134,3134,-0.9769909640423349,-1.0,1,374.0,594.0,1.0,212.0,1,6.9027107872995375
3135,3135,-0.06287764440513288,-0.1,1,374.0,677.0,1.0,689.0,1,281.13670667846014
3136,3136,-0.12652345702449663,-0.1,1,316.0,558.0,1.0,846.0,1,262.042962892651
3137,3137,0.20316419902822425,0.2,0,397.0,672.0,0.0,1051.0,1,239.05074029153272
3138,3138,-0.6461009718544861,-0.6,1,467.0,673.0,1.0,350.0,1,106.16970844365416
3139,3139,0.2323690115872672,0.2,0,427.0,594.0,0.0,949.0,1,230.28929652381984
3140,3140,0.39701903824861096,0.4,0,457.0,705.0,0.0,778.0,1,180.89428852541673
3141,3141,-0.5540352866845271,-0.6,1,261.0,614.0,1.0,355.0,1,133.78941399464188
3142,3142,0.33416755207390714,0.3,0,379.0,568.0,0.0,773.0,1,199.74973437782785
3143,3143,0.8910934786051687,0.9,0,471.0,638.0,0.0,271.0,1,32.671956418449376
3144,3144,-0.9045840041723494,-0.9,1,319.0,813.0,1.0,228.0,1,28.624798748295177
3145,3145,-0.06713226580784548,-0.1,1,415.0,785.0,1.0,830.0,1,279.8603202576464
3146,3146,-0.43522387868751244,-0.4,1,286.0,639.0,1.0,715.0,1,169.43283639374627
3147,3147,0.6443056299161567,0.6,0,318.0,866.0,0.0,386.0,1,106.708311025153
3148,3148,0.4932511607646093,0.5,0,443.0,912.0,0.0,785.0,1,152.02465177061723
3149,3149,-0.9099502659783254,-0.9,1,473.0,672.0,1.0,165.0,1,27.01492020650238
3150,3150,0.9470516405285905,0.9,0,324.0,670.0,0.0,286.0,1,15.884507841422856
3151,3151,0.539820661310745,0.5,0,382.0,565.0,0.0,543.0,1,138.0538016067765
3152,3152,0.19228844493513275,0.2,0,309.0,942.0,0.0,549.0,1,242.31346651946018
3153,3153,-0.6445649964909819,-0.6,1,377.0,921.0,1.0,312.0,1,106.63050105270544
3154,3154,-0.26983139979227455,-0.3,1,402.0,642.0,1.0,506.0,1,219.05058006231764
3155,3155,0.17883989449654614,0.2,0,319.0,564.0,0.0,737.0,1,246.34803165103617
3156,3156,-0.6675638652733149,-0.7,1,463.0,555.0,1.0,272.0,1,99.73084041800553
3157,3157,0.5958363321173912,0.6,0,254.0,978.0,0.0,428.0,1,121.24910036478265
3158,3158,0.09314958757797309,0.1,0,474.0,676.0,0.0,460.0,1,272.0551237266081
3159,3159,-0.6289353810729006,-0.6,1,396.0,549.0,1.0,385.0,1,111.31938567812982
3160,3160,0.16193637674518357,0.2,0,480.0,511.0,0.0,819.0,1,251.41908697644493
3161,3161,-0.8584097253466536,-0.9,1,349.0,629.0,1.0,242.0,1,42.477082396003915
3162,3162,0.529716526466325,0.5,0,483.0,578.0,0.0,349.0,1,141.0850420601025
3163,3163,0.6490907351991879,0.6,0,282.0,530.0,0.0,238.0,1,105.27277944024362
3164,3164,0.7039926421737337,0.7,0,316.0,575.0,0.0,319.0,1,88.80220734787989
3165,3165,0.7484088578114731,0.7,0,250.0,714.0,0.0,1006.0,1,75.47734265655805
3166,3166,0.6348943083577967,0.6,0,268.0,703.0,0.0,299.0,1,109.53170749266098
3167,3167,-0.22461299143228053,-0.2,1,433.0,722.0,1.0,595.0,1,232.61610257031583
3168,3168,-0.9031099585605478,-0.9,1,371.0,784.0,1.0,185.0,1,29.06701243183567
3169,3169,-0.12270216875050388,-0.1,1,485.0,803.0,1.0,712.0,1,263.18934937484886
3170,3170,0.2529406197710191,0.3,0,430.0,706.0,0.0,494.0,1,224.11781406869426
3171,3171,0.7782536023280711,0.8,0,470.0,506.0,0.0,234.0,1,66.52391930157869
3172,3172,-0.35883624323963503,-0.4,1,348.0,685.0,1.0,577.0,1,192.34912702810948
3173,3173,-0.19001263240234634,-0.2,1,457.0,958.0,1.0,595.0,1,242.9962102792961
3174,3174,-0.20996591862177905,-0.2,1,484.0,888.0,1.0,878.0,1,237.0102244134663
3175,3175,0.0754518120008072,0.1,0,299.0,903.0,0.0,648.0,1,277.36445639975784
3176,3176,-0.30514532038191877,-0.3,1,280.0,834.0,1.0,856.0,1,208.45640388542438
3177,3177,0.6993373955784898,0.7,0,265.0,618.0,0.0,357.0,1,90.19878132645304
3178,3178,-0.41182638454089915,-0.4,1,255.0,850.0,1.0,645.0,1,176.45208463773025
3179,3179,0.12773179051604822,0.1,0,477.0,984.0,0.0,619.0,1,261.68046284518556
3180,3180,0.7963279494462048,0.8,0,386.0,504.0,0.0,260.0,1,61.101615166138565
3181,3181,0.8172663752824703,0.8,0,266.0,745.0,0.0,239.0,1,54.820087415258925
3182,3182,-0.507464113283743,-0.5,1,465.0,559.0,1.0,556.0,1,147.7607660148771
3183,3183,0.8559120209438456,0.9,0,409.0,790.0,0.0,191.0,1,43.22639371684633
3184,3184,0.10641721260318038,0.1,0,451.0,862.0,0.0,667.0,1,268.0748362190459
3185,3185,0.13350524969238764,0.1,0,450.0,507.0,0.0,1133.0,1,259.9484250922837
3186,3186,-0.08919523276578079,-0.1,1,280.0,538.0,0.0,1172.0,0,273.24143017026574
3187,3187,-0.9256080902637549,-0.9,1,348.0,612.0,1.0,200.0,1,22.31757292087353
3188,3188,0.9052903847796248,0.9,0,485.0,902.0,0.0,303.0,1,28.412884566112574
3189,3189,-0.8606789677089002,-0.9,1,410.0,772.0,1.0,238.0,1,41.796309687329945
3190,3190,0.9683915064081945,1.0,0,441.0,962.0,0.0,197.0,1,9.482548077541653
3191,3191,-0.7230780982082847,-0.7,1,339.0,668.0,1.0,223.0,1,83.07657053751458
3192,3192,-0.336083808094211,-0.3,1,293.0,560.0,1.0,557.0,1,199.1748575717367
3193,3193,0.09696328255615971,0.1,0,475.0,710.0,0.0,565.0,1,270.9110152331521
3194,3194,0.4485233283610297,0.4,0,344.0,986.0,0.0,490.0,1,165.4430014916911
3195,3195,-0.683955656668954,-0.7,1,468.0,787.0,1.0,325.0,1,94.8133029993138
3196,3196,0.5013676854749571,0.5,0,259.0,880.0,0.0,411.0,1,149.58969435751285
3197,3197,0.41444711510112464,0.4,0,477.0,844.0,0.0,559.0,1,175.6658654696626
3198,3198,0.461407170885499,0.5,0,339.0,815.0,0.0,566.0,1,161.5778487343503
3199,3199,-0.5584202810192087,-0.6,1,411.0,581.0,1.0,268.0,1,132.47391569423738
3200,3200,-0.12812014162162,-0.1,1,286.0,606.0,1.0,798.0,1,261.563957513514
3201,3201,0.8913398321647878,0.9,0,381.0,665.0,0.0,244.0,1,32.598050350563646
3202,3202,-0.3881611149030826,-0.4,1,380.0,533.0,1.0,517.0,1,183.55166552907522
3203,3203,-0.2733561048586344,-0.3,1,375.0,924.0,1.0,511.0,1,217.99316854240968
3204,3204,0.07329045388112365,0.1,0,453.0,735.0,0.0,832.0,1,278.0128638356629
3205,3205,0.22993278706265574,0.2,0,341.0,809.0,0.0,620.0,1,231.02016388120327
3206,3206,0.41301697538902404,0.4,0,268.0,713.0,0.0,629.0,1,176.0949073832928
3207,3207,0.03252226013935222,0.0,0,462.0,705.0,1.0,833.0,0,290.2433219581943
3208,3208,0.17846675944974222,0.2,0,349.0,510.0,0.0,641.0,1,246.45997216507735
3209,3209,-0.6247900674846154,-0.6,1,416.0,708.0,1.0,446.0,1,112.56297975461538
3210,3210,0.6667037884249964,0.7,0,483.0,906.0,0.0,321.0,1,99.98886347250107
3211,3211,-0.5807871240900491,-0.6,1,330.0,650.0,1.0,320.0,1,125.76386277298528
3212,3212,0.3661846475292656,0.4,0,310.0,904.0,0.0,646.0,1,190.14460574122032
3213,3213,0.3617812941059324,0.4,0,289.0,692.0,0.0,469.0,1,191.46561176822027
3214,3214,-0.4171969046288535,-0.4,1,384.0,538.0,1.0,388.0,1,174.84092861134394
3215,3215,0.4077172326812317,0.4,0,277.0,600.0,0.0,493.0,1,177.6848301956305
3216,3216,0.2809239650535551,0.3,0,497.0,829.0,0.0,574.0,1,215.72281048393347
3217,3217,0.3669937279452382,0.4,0,445.0,708.0,0.0,477.0,1,189.90188161642854
3218,3218,-0.31303398778441105,-0.3,1,300.0,849.0,1.0,631.0,1,206.08980366467668
3219,3219,0.9323875071647973,0.9,0,402.0,567.0,0.0,171.0,1,20.283747850560797
3220,3220,0.39859658997825753,0.4,0,443.0,721.0,0.0,406.0,1,180.42102300652274
3221,3221,0.11775256141725388,0.1,0,334.0,700.0,0.0,686.0,1,264.67423157482386
3222,3222,-0.9895441875561632,-1.0,1,369.0,715.0,1.0,186.0,1,3.136743733151026
3223,3223,-0.19663232141016151,-0.2,1,310.0,820.0,1.0,890.0,1,241.01030357695154
3224,3224,-0.25002809787399105,-0.3,1,467.0,671.0,1.0,642.0,1,224.99157063780268
3225,3225,0.66601959409723,0.7,0,288.0,520.0,0.0,372.0,1,100.194121770831
3226,3226,-0.3854860339263,-0.4,1,475.0,887.0,1.0,578.0,1,184.35418982211002
3227,3227,-0.09751642010332517,-0.1,1,268.0,955.0,1.0,597.0,1,270.7450739690024
3228,3228,0.8406234915981912,0.8,0,387.0,664.0,0.0,249.0,1,47.81295252054265
3229,3229,-0.8431165329215502,-0.8,1,262.0,546.0,1.0,292.0,1,47.06504012353494
3230,3230,0.15351532029877624,0.2,0,440.0,893.0,0.0,767.0,1,253.94540391036713
3231,3231,-0.654919389961024,-0.7,1,394.0,683.0,1.0,353.0,1,103.52418301169281
3232,3232,-0.9491373380836836,-0.9,1,471.0,689.0,1.0,150.0,1,15.258798574894916
3233,3233,0.06427941572645146,0.1,0,306.0,566.0,0.0,948.0,1,280.71617528206457
3234,3234,0.9312501746560289,0.9,0,274.0,913.0,0.0,243.0,1,20.624947603191334
3235,3235,-0.9946431215991722,-1.0,1,387.0,994.0,1.0,329.0,1,1.6070635202483308
