,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
1426,1426,-0.7559167459185576,-0.8,1,276.0,678.0,1.0,106.0,1,0.4875850635088076,0.0
1427,1427,-0.2408537600585734,-0.2,1,314.0,552.0,1.0,4134.0,1,0.3505695317157124,0.0
1428,1428,-0.993777481967971,-1.0,1,264.0,617.0,1.0,219.0,1,0.33078858986832965,0.0
1429,1429,0.9495405596720299,0.9,0,276.0,748.0,1.0,-734.0,0,0.5009691717281055,0.0
1430,1430,0.8560382793124861,0.9,0,497.0,734.0,0.0,-241.0,1,0.5314025011539155,0.0
1431,1431,0.19780351421933862,0.2,0,428.0,928.0,1.0,-256.0,0,0.5085526133665552,0.0
1432,1432,0.7127143534684188,0.7,0,262.0,600.0,0.0,78.0,1,0.5340587872616345,0.0
1433,1433,-0.779670224906422,-0.8,1,496.0,731.0,1.0,193.0,1,0.4906300133093232,0.0
1434,1434,-0.6080679177156461,-0.6,1,383.0,738.0,1.0,-521.0,1,0.5975315400322506,0.0
1435,1435,-0.9097095384081142,-0.9,1,333.0,669.0,1.0,638.0,1,0.35889032753738426,0.0
1436,1436,0.8717283432310716,0.9,0,306.0,590.0,0.0,334.0,1,0.34659641334156577,0.0
1437,1437,-0.6067796644591634,-0.6,1,432.0,762.0,1.0,266.0,1,0.5304453975825553,0.0
1438,1438,-0.629458407605443,-0.6,1,490.0,836.0,1.0,2204.0,1,0.3143613253488595,0.0
1439,1439,-0.05069930823254265,-0.1,1,367.0,927.0,1.0,3706.0,1,0.4157360904231486,0.0
1440,1440,-0.4771832209878202,-0.5,1,389.0,640.0,1.0,-589.0,1,0.5647687370712198,0.0
1441,1441,0.7492721649561147,0.7,0,355.0,821.0,0.0,194.0,1,0.38831615603167113,0.0
1442,1442,0.16314274262543949,0.2,0,250.0,715.0,0.0,695.0,1,0.5334805117641969,0.0
1443,1443,0.14533320040018216,0.1,0,313.0,592.0,1.0,-705.0,0,0.5656931439037615,0.0
1444,1444,-0.1096192789367334,-0.1,1,337.0,674.0,0.0,-731.0,0,0.5793723663606156,0.0
1445,1445,-0.040623925923474635,-0.0,1,434.0,564.0,1.0,4002.0,1,0.3590244911563184,0.0
1446,1446,0.8839239292236631,0.9,0,427.0,604.0,1.0,-431.0,0,0.5403059911562129,0.0
1447,1447,-0.07674902307676801,-0.1,1,394.0,985.0,1.0,3621.0,1,0.35964329064694467,0.0
1448,1448,-0.0007143579768718045,-0.0,1,352.0,627.0,1.0,4021.0,1,0.3190626179907639,0.0
1449,1449,-0.8307148675526059,-0.8,1,349.0,801.0,0.0,-890.0,0,0.539488673353981,0.0
1450,1450,-0.44570874621105827,-0.4,1,313.0,826.0,1.0,111.0,1,0.4591033175841319,0.0
1451,1451,-0.7517239567660101,-0.8,1,255.0,882.0,1.0,393.0,1,0.43519740863571854,0.0
1452,1452,-0.2616013283069243,-0.3,1,325.0,976.0,1.0,3699.0,1,0.30109155455172165,0.0
1453,1453,-0.42352827341136257,-0.4,1,442.0,919.0,1.0,179.0,1,0.39327191270451173,0.0
1454,1454,-0.8481642783625438,-0.8,1,495.0,671.0,1.0,444.0,1,0.3500962141634397,0.0
1455,1455,0.8649719593026801,0.9,0,457.0,725.0,0.0,168.0,1,0.42486582725401434,0.0
1456,1456,0.44654369206816114,0.4,0,266.0,761.0,1.0,-287.0,0,0.4508203612590832,0.0
1457,1457,0.07041389581027424,0.1,0,374.0,630.0,1.0,236.0,0,0.5352675019548827,0.0
1458,1458,-0.021075554172270694,-0.0,1,361.0,882.0,1.0,-283.0,1,0.5943719038093255,0.0
1459,1459,0.19644623318533672,0.2,0,336.0,559.0,0.0,495.0,1,0.44279259028171464,0.0
1460,1460,0.1665411627525637,0.2,0,264.0,985.0,1.0,-209.0,0,0.44935672672305343,0.0
