,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,inputBias
2341,2341,0.3683141472647995,0.4,0,336.0,666.0,0.0,688.0,1,0.3208203224012268
2342,2342,0.8405702530506347,0.8,0,493.0,861.0,0.0,36.0,1,0.4318271228551116
2343,2343,0.22346780962398238,0.2,0,368.0,690.0,0.0,32.0,1,0.3163279095038049
2344,2344,-0.7814551429171335,-0.8,1,290.0,927.0,1.0,153.0,1,0.4404025257503235
2345,2345,-0.127523114953769,-0.1,1,268.0,602.0,1.0,760.0,1,0.3687581959769448
2346,2346,0.7415762408392379,0.7,0,372.0,853.0,0.0,-615.0,1,0.424697458984056
2347,2347,-0.29092120832312984,-0.3,1,293.0,905.0,1.0,82.0,1,0.46629977701642206
2348,2348,0.45795665338136726,0.5,0,383.0,771.0,0.0,-624.0,1,0.423954049035753
2349,2349,-0.9504600240327508,-1.0,1,426.0,830.0,1.0,264.0,1,0.262990195236101
2350,2350,-0.8804392383046022,-0.9,1,373.0,656.0,1.0,51.0,1,0.24489702276895217
2351,2351,-0.10682575831187036,-0.1,1,333.0,740.0,1.0,-493.0,1,0.46935681487132924
2352,2352,0.5419289663069675,0.5,0,341.0,554.0,0.0,195.0,1,0.4215849490339431
2353,2353,-0.33383444948245233,-0.3,1,322.0,953.0,1.0,135.0,1,0.3288685888987386
2354,2354,-0.9273225569803767,-0.9,1,456.0,840.0,1.0,324.0,1,0.42083364976086673
2355,2355,-0.31088220381257026,-0.3,1,432.0,742.0,1.0,486.0,1,0.2487523107111617
2356,2356,0.9448808847566965,0.9,0,450.0,990.0,0.0,160.0,1,0.20665924191194734
2357,2357,0.8469807548671049,0.8,0,392.0,522.0,1.0,-74.0,0,0.45744091125514424
2358,2358,-0.39744621336554675,-0.4,1,269.0,795.0,1.0,106.0,1,0.295003289646318
2359,2359,0.573598856832666,0.6,0,297.0,537.0,0.0,246.0,1,0.2694509962217796
2360,2360,-0.915647463303985,-0.9,1,413.0,782.0,1.0,45.0,1,0.36003809695618166
2361,2361,-0.8576270963503214,-0.9,1,438.0,808.0,1.0,84.0,1,0.4871071386161925
2362,2362,-0.17431763694941105,-0.2,1,295.0,587.0,1.0,228.0,1,0.20515860647671155
2363,2363,-0.19235623501528276,-0.2,1,272.0,822.0,1.0,-94.0,1,0.4242445583120219
2364,2364,-0.15382890326660204,-0.2,1,251.0,709.0,1.0,780.0,1,0.2414316278059228
2365,2365,0.185347533967805,0.2,0,319.0,869.0,1.0,342.0,0,0.20089484115407674
2366,2366,0.323488104844299,0.3,0,479.0,519.0,0.0,102.0,1,0.43592968172973373
2367,2367,0.3615950131468002,0.4,0,270.0,547.0,1.0,23.0,0,0.32543425588253483
2368,2368,-0.3478965211259226,-0.3,1,480.0,589.0,1.0,261.0,1,0.3719946844013797
2369,2369,-0.2561981546719385,-0.3,1,296.0,519.0,1.0,405.0,1,0.28119225528790187
2370,2370,-0.29901321968957517,-0.3,1,254.0,829.0,1.0,137.0,1,0.21024446457980012
2371,2371,0.6567853732859912,0.7,0,266.0,628.0,0.0,236.0,1,0.3818547997631174
2372,2372,-0.4801896759599993,-0.5,1,479.0,577.0,1.0,254.0,1,0.3230460521300412
2373,2373,-0.8411035251254126,-0.8,1,414.0,844.0,1.0,352.0,1,0.46069561038578977
2374,2374,-0.3808277564426783,-0.4,1,354.0,556.0,1.0,280.0,1,0.35173944309598504
2375,2375,-0.8755696063567937,-0.9,1,457.0,722.0,1.0,131.0,1,0.26397523514991916
2376,2376,0.3888811674055406,0.4,0,441.0,549.0,0.0,180.0,1,0.2530026182654052
2377,2377,0.5237556272567503,0.5,0,429.0,622.0,1.0,-81.0,0,0.4962340028794674
2378,2378,-0.2590138007587137,-0.3,1,350.0,944.0,1.0,546.0,1,0.38254713078926306
2379,2379,0.6116135783716832,0.6,0,442.0,937.0,0.0,381.0,1,0.4483186658258317
2380,2380,-0.7681475976581402,-0.8,1,475.0,960.0,1.0,155.0,1,0.43714719649211636
2381,2381,0.33507352972786464,0.3,0,339.0,637.0,1.0,-446.0,0,0.3854434743117279
2382,2382,-0.6582498398579064,-0.7,1,299.0,920.0,1.0,61.0,1,0.3300452935976953
2383,2383,-0.8013353051121967,-0.8,1,418.0,781.0,1.0,131.0,1,0.3038839809433649
2384,2384,-0.65897447844506,-0.7,1,366.0,910.0,1.0,234.0,1,0.4331357729805923
2385,2385,-0.6603292399494445,-0.7,1,371.0,517.0,1.0,52.0,1,0.23025064670566972
2386,2386,0.8058607564240736,0.8,0,360.0,815.0,1.0,-215.0,0,0.4536748790931803
2387,2387,0.2930449241298074,0.3,0,300.0,844.0,0.0,326.0,1,0.3588469987651872
2388,2388,-0.5748715794746162,-0.6,1,300.0,596.0,1.0,394.0,1,0.43620547685579525
2389,2389,0.18160177298155378,0.2,0,264.0,680.0,0.0,1576.0,1,0.472847864340069
2390,2390,-0.8062311050302371,-0.8,1,268.0,568.0,1.0,314.0,1,0.25136780031438893
2391,2391,0.18352482672904125,0.2,0,366.0,713.0,0.0,991.0,1,0.21378210385772925
2392,2392,-0.1585251740189042,-0.2,1,259.0,512.0,1.0,69.0,1,0.49861082442467664
2393,2393,0.3398948242844573,0.3,0,296.0,640.0,0.0,324.0,1,0.30163808714943197
2394,2394,-0.07997137126290221,-0.1,1,319.0,774.0,1.0,547.0,1,0.3411391626679875
2395,2395,0.42351416820820575,0.4,0,419.0,876.0,0.0,445.0,1,0.4479360546156491
2396,2396,0.8520121901308846,0.9,0,356.0,572.0,0.0,52.0,1,0.43212612045736465
2397,2397,-0.4375311027395994,-0.4,1,459.0,577.0,1.0,324.0,1,0.2591851211657879
2398,2398,0.08666497393012396,0.1,0,372.0,991.0,1.0,197.0,0,0.28214445824750495
2399,2399,0.14425588725670857,0.1,0,273.0,872.0,1.0,25.0,0,0.28300636104272253
2400,2400,0.5069259023242572,0.5,0,380.0,955.0,0.0,255.0,1,0.4103304544393823
2401,2401,-0.5547747099759639,-0.6,1,333.0,516.0,1.0,531.0,1,0.27324764819890746
2402,2402,-0.02610769040317673,-0.0,1,302.0,920.0,1.0,918.0,1,0.22981818665833367
2403,2403,-0.994488883077842,-1.0,1,357.0,908.0,1.0,125.0,1,0.31517463542715146
2404,2404,-0.16927247143759638,-0.2,1,472.0,501.0,1.0,437.0,1,0.3068537923121056
2405,2405,0.7753378924342005,0.8,0,493.0,534.0,0.0,293.0,1,0.3605773659023529
2406,2406,0.5261124122902419,0.5,0,371.0,736.0,0.0,223.0,1,0.26722610281119985
2407,2407,0.6991791777410479,0.7,0,393.0,932.0,0.0,135.0,1,0.2673309592769136
2408,2408,-0.24961924627054932,-0.2,1,387.0,618.0,0.0,-215.0,0,0.46626422612085067
2409,2409,0.9785125581061866,1.0,0,397.0,805.0,0.0,228.0,1,0.4830920028038695
2410,2410,-0.14927884368605393,-0.1,1,409.0,609.0,1.0,-308.0,1,0.44917432920476147
2411,2411,0.9490806191071841,0.9,0,258.0,883.0,0.0,209.0,1,0.33976768434347693
2412,2412,0.6056376769036904,0.6,0,274.0,975.0,0.0,111.0,1,0.2662329462991902
2413,2413,-0.30372164794287126,-0.3,1,279.0,975.0,1.0,286.0,1,0.27641370663324066
2414,2414,0.7225398699861005,0.7,0,325.0,800.0,0.0,195.0,1,0.4508999990366461
2415,2415,0.9416494904779051,0.9,0,482.0,826.0,0.0,142.0,1,0.22175785261072234
2416,2416,0.0050489025510493946,0.0,0,483.0,505.0,1.0,122.0,0,0.45506664135863334
2417,2417,-0.9915150023160557,-1.0,1,400.0,765.0,1.0,-345.0,1,0.43643805372647926
2418,2418,0.5358581159802287,0.5,0,478.0,551.0,0.0,1261.0,1,0.3009639253768179
2419,2419,-0.36740470431492867,-0.4,1,333.0,951.0,1.0,76.0,1,0.44154132146954145
2420,2420,-0.11651642383104899,-0.1,1,356.0,612.0,1.0,612.0,1,0.28879050625162334
2421,2421,-0.6033841429916325,-0.6,1,271.0,848.0,1.0,111.0,1,0.30578221886030726
2422,2422,0.682513902862989,0.7,0,279.0,667.0,0.0,74.0,1,0.448442905409555
2423,2423,-0.040768097749634746,-0.0,1,442.0,638.0,1.0,-580.0,1,0.484969601140513
2424,2424,-0.7753358407339774,-0.8,1,283.0,504.0,1.0,93.0,1,0.2569534932442854
2425,2425,-0.05056070326686957,-0.1,1,322.0,861.0,1.0,1427.0,1,0.306387874573871
2426,2426,0.9124231783491084,0.9,0,350.0,778.0,0.0,212.0,1,0.23037942865909378
2427,2427,0.19593780661595606,0.2,0,438.0,928.0,1.0,-146.0,0,0.4086992734322413
2428,2428,-0.20961362723193533,-0.2,1,342.0,962.0,1.0,326.0,1,0.3157180419783966
2429,2429,0.8957079378860933,0.9,0,295.0,568.0,0.0,227.0,1,0.23632559254220797
2430,2430,-0.550135523402361,-0.6,1,451.0,920.0,1.0,399.0,1,0.2646854119283474
2431,2431,-0.8723989073049183,-0.9,1,386.0,758.0,1.0,186.0,1,0.4390713056077039
2432,2432,-0.29058410158798575,-0.3,1,349.0,725.0,1.0,246.0,1,0.34326357559821685
2433,2433,-0.4713229577956597,-0.5,1,447.0,778.0,1.0,55.0,1,0.4596387973097984
2434,2434,0.8594666917466662,0.9,0,263.0,740.0,0.0,257.0,1,0.44623644646970934
2435,2435,-0.7847148294570598,-0.8,1,264.0,518.0,1.0,218.0,1,0.29549555397453114
2436,2436,-0.09964479742367915,-0.1,1,328.0,614.0,1.0,118.0,1,0.38146366289997957
2437,2437,0.96377914185902,1.0,0,347.0,791.0,0.0,-198.0,1,0.40802069842629607
2438,2438,0.17177992555708066,0.2,0,496.0,883.0,0.0,971.0,1,0.3136620315994148
2439,2439,-0.02848631046033434,-0.0,1,436.0,747.0,1.0,1097.0,1,0.38119499363604126
2440,2440,-0.923154213989299,-0.9,1,323.0,582.0,1.0,265.0,1,0.2000011633367546
2441,2441,0.058990218316712806,0.1,0,492.0,566.0,0.0,-268.0,1,0.47001286932464753
2442,2442,-0.3436714651753032,-0.3,1,431.0,871.0,1.0,178.0,1,0.272666964843667
2443,2443,0.06617410795504175,0.1,0,350.0,892.0,1.0,758.0,0,0.26876788102700255
2444,2444,-0.5964158713718895,-0.6,1,348.0,888.0,1.0,134.0,1,0.3742247543332058
2445,2445,-0.7995983743072996,-0.8,1,331.0,625.0,1.0,224.0,1,0.29428571283123867
2446,2446,-0.09287519232759522,-0.1,1,391.0,800.0,1.0,879.0,1,0.20282348814381748
2447,2447,0.6372810156336577,0.6,0,374.0,640.0,0.0,236.0,1,0.3076348172483257
2448,2448,-0.018310084160187534,-0.0,1,271.0,645.0,1.0,-356.0,1,0.4955393102493753
2449,2449,-0.7404248663418183,-0.7,1,292.0,895.0,1.0,-197.0,1,0.41466587038622754
2450,2450,-0.3204167492409309,-0.3,1,347.0,600.0,1.0,823.0,1,0.2202150348747828
2451,2451,0.697844064459175,0.7,0,263.0,995.0,1.0,-718.0,0,0.49677012164426093
2452,2452,-0.04355510672704943,-0.0,1,381.0,941.0,1.0,1348.0,1,0.467632607216585
2453,2453,0.8969257944154023,0.9,0,435.0,932.0,0.0,213.0,1,0.302516689080796
2454,2454,0.4885804393495039,0.5,0,310.0,845.0,0.0,305.0,1,0.3316965164403929
2455,2455,0.03509454807402812,0.0,0,388.0,914.0,1.0,2108.0,0,0.23391784037270957
2456,2456,-0.3992445521436394,-0.4,1,343.0,524.0,1.0,93.0,1,0.21082823223531474
2457,2457,0.06347973268789975,0.1,0,292.0,840.0,0.0,758.0,1,0.30251020439615406
2458,2458,0.5660437065702271,0.6,0,338.0,643.0,0.0,269.0,1,0.36161635782380475
2459,2459,-0.6785082672722955,-0.7,1,363.0,903.0,1.0,404.0,1,0.43165311204605294
2460,2460,0.5773766284220081,0.6,0,276.0,856.0,0.0,208.0,1,0.2459804799202277
2461,2461,-0.8145027299954424,-0.8,1,263.0,778.0,1.0,139.0,1,0.40974224805493537
2462,2462,0.31566705344234824,0.3,0,472.0,546.0,0.0,252.0,1,0.2753940960525672
2463,2463,-0.5562534941428539,-0.6,1,367.0,819.0,1.0,204.0,1,0.4177177082688497
2464,2464,0.820504619917727,0.8,0,299.0,639.0,0.0,392.0,1,0.37688460587707867
2465,2465,-0.29556187658042066,-0.3,1,385.0,514.0,1.0,311.0,1,0.21021948298033066
2466,2466,-0.4365826198675733,-0.4,1,287.0,732.0,1.0,101.0,1,0.2633225812917427
2467,2467,-0.041751905797372535,-0.0,1,440.0,521.0,1.0,1669.0,1,0.22482750923349207
2468,2468,-0.011501254555739582,-0.0,1,336.0,637.0,1.0,-263.0,1,0.4677459836384596
2469,2469,0.7347362950284089,0.7,0,322.0,775.0,1.0,-347.0,0,0.34694459001055444
2470,2470,-0.5051164696592794,-0.5,1,350.0,529.0,1.0,741.0,1,0.262269524342002
2471,2471,-0.19973381873743912,-0.2,1,368.0,606.0,1.0,-184.0,1,0.46635773439141004
2472,2472,0.9595706874432839,1.0,0,286.0,992.0,0.0,132.0,1,0.43055001182622854
2473,2473,-0.0948172759542385,-0.1,1,364.0,897.0,1.0,1569.0,1,0.276275908822664
2474,2474,0.25756934621526084,0.3,0,321.0,949.0,0.0,820.0,1,0.4711927656601821
2475,2475,-0.6756382803981926,-0.7,1,328.0,681.0,1.0,101.0,1,0.307257705790004
2476,2476,0.9111392849011615,0.9,0,295.0,520.0,0.0,225.0,1,0.4508795348492055
2477,2477,-0.5233162934170521,-0.5,1,287.0,884.0,1.0,-511.0,1,0.46129938024756595
2478,2478,-0.06882395677315345,-0.1,1,406.0,978.0,1.0,226.0,1,0.20339267803407424
2479,2479,-0.19575054739683817,-0.2,1,325.0,739.0,1.0,816.0,1,0.33274681933986816
2480,2480,0.357372296879225,0.4,0,432.0,503.0,0.0,245.0,1,0.4256235163141625
2481,2481,-0.6309653619452515,-0.6,1,265.0,801.0,1.0,154.0,1,0.3900156038123047
2482,2482,-0.18686699014881203,-0.2,1,408.0,787.0,1.0,315.0,1,0.4098746961686137
2483,2483,0.7237759121063942,0.7,0,328.0,961.0,0.0,231.0,1,0.20587380628994223
2484,2484,-0.5218409296450202,-0.5,1,439.0,982.0,1.0,129.0,1,0.45212242759098253
2485,2485,-0.7063725287704594,-0.7,1,309.0,928.0,1.0,183.0,1,0.4213130939631514
2486,2486,-0.8306878154891986,-0.8,1,275.0,541.0,1.0,154.0,1,0.2259221565554775
2487,2487,-0.004946829698386113,-0.0,1,304.0,691.0,0.0,1645.0,0,0.26880291825340663
2488,2488,0.8752401549343978,0.9,0,427.0,913.0,1.0,-960.0,0,0.4653921285436483
2489,2489,-0.12744371794567444,-0.1,1,418.0,628.0,0.0,304.0,0,0.2501204749858312
2490,2490,0.6592290319851342,0.7,0,360.0,845.0,1.0,-605.0,0,0.45844395617227857
2491,2491,0.8758931194182542,0.9,0,330.0,921.0,0.0,149.0,1,0.20916136796973242
2492,2492,-0.47019970519608645,-0.5,1,438.0,548.0,1.0,294.0,1,0.3444570863799429
2493,2493,0.6136134621620475,0.6,0,312.0,592.0,0.0,196.0,1,0.3854316990557898
2494,2494,0.7961553271319146,0.8,0,297.0,572.0,0.0,231.0,1,0.3167598852472682
2495,2495,-0.07511829489647148,-0.1,1,295.0,923.0,1.0,222.0,1,0.21767287062203347
2496,2496,-0.42785613164535796,-0.4,1,313.0,890.0,1.0,117.0,1,0.3122117247132531
2497,2497,0.26371381468112687,0.3,0,367.0,580.0,0.0,543.0,1,0.20955837713992323
2498,2498,0.12010317700481798,0.1,0,335.0,593.0,0.0,1142.0,1,0.21168518956367202
2499,2499,-0.305161833877466,-0.3,1,420.0,991.0,1.0,379.0,1,0.37874469634848584
2500,2500,-0.9016216412129874,-0.9,1,298.0,989.0,1.0,163.0,1,0.3407259130677376
2501,2501,-0.7737144826424167,-0.8,1,259.0,629.0,1.0,162.0,1,0.21634813417709914
2502,2502,-0.9341499308636645,-0.9,1,285.0,786.0,1.0,9.0,1,0.4319946071747245
2503,2503,0.3097612549575508,0.3,0,469.0,515.0,0.0,226.0,1,0.31550114486074343
2504,2504,-0.7051979625261076,-0.7,1,270.0,859.0,1.0,121.0,1,0.48588179292921807
2505,2505,0.6210833630611088,0.6,0,394.0,962.0,0.0,174.0,1,0.2668915581467128
2506,2506,-0.6045805518844096,-0.6,1,377.0,786.0,1.0,137.0,1,0.3656015151050972
2507,2507,-0.20806593405204166,-0.2,1,308.0,608.0,1.0,-496.0,1,0.49642119902004334
2508,2508,0.7144730663375476,0.7,0,344.0,958.0,0.0,208.0,1,0.4212877015377109
2509,2509,0.5155792275845492,0.5,0,277.0,640.0,0.0,113.0,1,0.48302391587309507
2510,2510,-0.8057802176290476,-0.8,1,361.0,769.0,1.0,690.0,1,0.30158332981124786
2511,2511,0.11384874183992078,0.1,0,492.0,737.0,1.0,71.0,0,0.33638319040972753
2512,2512,0.6055516220707458,0.6,0,292.0,863.0,0.0,125.0,1,0.31011998156609805
2513,2513,-0.846440285945387,-0.8,1,400.0,825.0,1.0,205.0,1,0.25605041628349096
2514,2514,-0.4373012001005734,-0.4,1,318.0,928.0,1.0,334.0,1,0.2260133305561084
2515,2515,0.4563287092818116,0.5,0,331.0,760.0,0.0,309.0,1,0.30243774992618677
2516,2516,-0.088604147805883,-0.1,1,472.0,937.0,1.0,-999.0,1,0.4783996956208138
2517,2517,0.7601067079031452,0.8,0,466.0,862.0,1.0,-1058.0,0,0.4815798790330984
2518,2518,0.5078390426975554,0.5,0,439.0,964.0,1.0,-283.0,0,0.4324369783515499
2519,2519,0.07483794488544859,0.1,0,256.0,846.0,0.0,258.0,1,0.3257632023313093
2520,2520,-0.2105717099914557,-0.2,1,353.0,803.0,1.0,144.0,1,0.4296499516027239
2521,2521,-0.07341640673662408,-0.1,1,352.0,804.0,1.0,-376.0,1,0.3700870058810932
2522,2522,0.3832002969884971,0.4,0,259.0,683.0,1.0,-362.0,0,0.39769150207971066
2523,2523,0.26096167376707813,0.3,0,375.0,865.0,1.0,-490.0,0,0.48353969400714497
2524,2524,0.839597696160957,0.8,0,328.0,991.0,0.0,81.0,1,0.23018187182708416
2525,2525,0.8494151628060249,0.8,0,345.0,618.0,0.0,227.0,1,0.41653902266127074
2526,2526,-0.4368727720950516,-0.4,1,297.0,995.0,1.0,118.0,1,0.4695688907416667
2527,2527,0.3606935944038223,0.4,0,445.0,727.0,0.0,378.0,1,0.3075401131398715
2528,2528,-0.47872307066499764,-0.5,1,345.0,868.0,1.0,247.0,1,0.2856348893063665
2529,2529,0.6615235855454855,0.7,0,377.0,721.0,0.0,-718.0,1,0.4829419299613445
2530,2530,0.5853747472334192,0.6,0,272.0,651.0,0.0,277.0,1,0.37612052581780575
2531,2531,0.9684270570691729,1.0,0,301.0,841.0,0.0,148.0,1,0.3709873932005431
2532,2532,-0.8030320830971196,-0.8,1,347.0,722.0,1.0,141.0,1,0.3659689316509511
2533,2533,0.8504485451394623,0.9,0,383.0,976.0,0.0,161.0,1,0.3870806984201203
2534,2534,0.9961842168896708,1.0,0,416.0,807.0,0.0,147.0,1,0.354111283543868
2535,2535,-0.7818729085855911,-0.8,1,352.0,586.0,1.0,-108.0,1,0.4695686913807956
2536,2536,-0.48132387372489616,-0.5,1,275.0,815.0,1.0,240.0,1,0.42173928067390865
2537,2537,-0.013753229188872673,-0.0,1,386.0,858.0,1.0,1186.0,1,0.3216844548727703
2538,2538,-0.6156054503349859,-0.6,1,315.0,582.0,1.0,183.0,1,0.21966740015103586
2539,2539,0.8023467155671498,0.8,0,260.0,821.0,0.0,79.0,1,0.4622020973096315
2540,2540,-0.30747285167979244,-0.3,1,333.0,680.0,1.0,377.0,1,0.26804380185733634
2541,2541,0.7103349374488985,0.7,0,304.0,673.0,0.0,113.0,1,0.2802814656274939
2542,2542,0.9200505280851785,0.9,0,316.0,653.0,1.0,-199.0,0,0.4326741867003982
2543,2543,-0.9651517992044663,-1.0,1,440.0,844.0,1.0,46.0,1,0.3220503342783125
2544,2544,0.5175050635711804,0.5,0,462.0,541.0,1.0,-573.0,0,0.4169934412864036
2545,2545,-0.7046940232814203,-0.7,1,382.0,608.0,1.0,80.0,1,0.35445268758518844
2546,2546,-0.6542299354403638,-0.7,1,364.0,860.0,1.0,246.0,1,0.4166820285721481
2547,2547,0.6373462411957775,0.6,0,395.0,627.0,0.0,278.0,1,0.2815911240811694
2548,2548,0.19754669245145395,0.2,0,277.0,942.0,0.0,681.0,1,0.36062114832373204
2549,2549,-0.8598561869332191,-0.9,1,357.0,786.0,1.0,177.0,1,0.38108296845602097
2550,2550,-0.633921032101773,-0.6,1,313.0,750.0,1.0,157.0,1,0.3048277228738851
2551,2551,-0.11157902947243814,-0.1,1,405.0,690.0,1.0,185.0,1,0.3535095692764213
2552,2552,-0.9337604518215745,-0.9,1,483.0,975.0,1.0,612.0,1,0.33131960915689773
2553,2553,0.5834521011055878,0.6,0,326.0,802.0,0.0,162.0,1,0.25309341545875835
2554,2554,0.9751961574241657,1.0,0,296.0,905.0,0.0,489.0,1,0.3547235213315798
2555,2555,-0.22844368906750123,-0.2,1,287.0,620.0,1.0,623.0,1,0.46469160625038525
2556,2556,-0.44399925790280004,-0.4,1,426.0,742.0,1.0,-258.0,1,0.477607006989459
2557,2557,-0.40713586979212724,-0.4,1,303.0,562.0,1.0,185.0,1,0.22274885008582443
2558,2558,0.48686180861826034,0.5,0,301.0,634.0,0.0,265.0,1,0.26934777301199453
2559,2559,0.6995912111511291,0.7,0,369.0,801.0,0.0,140.0,1,0.22806484453100012
2560,2560,0.6043451599953173,0.6,0,462.0,867.0,0.0,231.0,1,0.3526324329804275
2561,2561,-0.36972886724740994,-0.4,1,303.0,617.0,1.0,330.0,1,0.430816694667722
2562,2562,0.7980031253820821,0.8,0,433.0,970.0,0.0,117.0,1,0.3425502469549948
2563,2563,-0.1142445663726106,-0.1,1,300.0,776.0,1.0,594.0,1,0.36605833245222763
2564,2564,0.5156654775714589,0.5,0,385.0,581.0,0.0,204.0,1,0.40871127710823674
2565,2565,-0.3392963355955865,-0.3,1,453.0,855.0,1.0,202.0,1,0.30701176827947785
2566,2566,0.8313989149241388,0.8,0,449.0,998.0,0.0,233.0,1,0.3013611812534075
2567,2567,-0.602990115231282,-0.6,1,489.0,687.0,1.0,194.0,1,0.29645959913810294
2568,2568,-0.809770273749342,-0.8,1,428.0,585.0,1.0,87.0,1,0.3441528591570648
2569,2569,-0.9538680960218129,-1.0,1,295.0,743.0,1.0,112.0,1,0.38859838510996353
2570,2570,0.5610715999361073,0.6,0,456.0,713.0,0.0,141.0,1,0.38020361033700467
2571,2571,0.8028830795764772,0.8,0,427.0,540.0,0.0,203.0,1,0.2837926712092134
2572,2572,-0.3754257545221571,-0.4,1,403.0,518.0,1.0,219.0,1,0.42398983508398724
2573,2573,0.4233149636643554,0.4,0,263.0,569.0,0.0,198.0,1,0.30827402820926114
2574,2574,0.4935906646485444,0.5,0,308.0,895.0,0.0,427.0,1,0.21385060507516176
2575,2575,0.008873625862730883,0.0,0,479.0,725.0,1.0,296.0,0,0.33607211125468384
2576,2576,0.8682928746778105,0.9,0,328.0,692.0,0.0,290.0,1,0.41033421262825776
2577,2577,0.9405117472460969,0.9,0,412.0,733.0,0.0,235.0,1,0.28545351111882056
2578,2578,-0.20085640567883023,-0.2,1,356.0,698.0,1.0,176.0,1,0.3906948736858911
2579,2579,-0.18689727669486733,-0.2,1,485.0,581.0,1.0,154.0,1,0.25159850645114773
2580,2580,0.1364073915542936,0.1,0,415.0,814.0,0.0,1711.0,1,0.26363934817045825
2581,2581,0.5073903316749504,0.5,0,395.0,537.0,0.0,358.0,1,0.357943033205386
2582,2582,-0.14473181685016967,-0.1,1,376.0,762.0,1.0,122.0,1,0.41416839230545766
2583,2583,0.42265952024076814,0.4,0,416.0,601.0,1.0,-307.0,0,0.41340547617207135
2584,2584,0.6785938031009426,0.7,0,475.0,983.0,0.0,232.0,1,0.2977867308549695
2585,2585,0.012840353378598124,0.0,0,499.0,710.0,1.0,311.0,0,0.2798112154941517
2586,2586,0.5862973370654754,0.6,0,316.0,693.0,0.0,121.0,1,0.44102895142811
2587,2587,0.11195394315033802,0.1,0,463.0,718.0,1.0,-761.0,0,0.46341711797324897
2588,2588,-0.13415980301414177,-0.1,1,415.0,628.0,1.0,577.0,1,0.358947168658636
2589,2589,-0.10263637460044572,-0.1,1,325.0,699.0,1.0,186.0,1,0.21716192037671614
2590,2590,0.7532306093841279,0.8,0,295.0,608.0,0.0,197.0,1,0.45725106097938684
2591,2591,-0.6021387356699481,-0.6,1,253.0,827.0,1.0,170.0,1,0.340104608720239
2592,2592,-0.9127397233316763,-0.9,1,396.0,557.0,1.0,47.0,1,0.48895832971296355
2593,2593,0.3780635297779842,0.4,0,387.0,956.0,0.0,407.0,1,0.34557229319283
2594,2594,-0.20495170897256987,-0.2,1,254.0,537.0,1.0,279.0,1,0.42181248175590325
2595,2595,0.0053899104473245085,0.0,0,477.0,940.0,1.0,-747.0,0,0.4382974689458131
2596,2596,-0.7917238047569721,-0.8,1,254.0,631.0,1.0,225.0,1,0.39089898354726205
2597,2597,-0.5224969477009467,-0.5,1,435.0,532.0,1.0,293.0,1,0.2826908291778931
2598,2598,0.5027483725854771,0.5,0,273.0,611.0,1.0,-4.0,0,0.4788959521199583
2599,2599,0.6684598508989827,0.7,0,498.0,856.0,0.0,336.0,1,0.49865991537895576
2600,2600,0.21421972434157244,0.2,0,261.0,559.0,0.0,790.0,1,0.22395171896542226
2601,2601,-0.5512394255828379,-0.6,1,448.0,626.0,1.0,616.0,1,0.2869611357829832
2602,2602,-0.9112730205771842,-0.9,1,297.0,726.0,1.0,37.0,1,0.3029978833526624
2603,2603,-0.7423349608239145,-0.7,1,457.0,964.0,1.0,189.0,1,0.3351326786917136
2604,2604,0.4777998585554075,0.5,0,320.0,715.0,0.0,455.0,1,0.48925578628586675
2605,2605,-0.5606370716948028,-0.6,1,351.0,990.0,1.0,299.0,1,0.22956134593415825
2606,2606,-0.8775265325359067,-0.9,1,252.0,622.0,1.0,-514.0,1,0.4076288711538748
2607,2607,0.9603509059582847,1.0,0,255.0,817.0,0.0,538.0,1,0.2367663757466233
2608,2608,0.3864681920707258,0.4,0,368.0,996.0,0.0,326.0,1,0.4485374559731524
2609,2609,-0.10400569846462471,-0.1,1,496.0,712.0,1.0,142.0,1,0.4396701847104979
2610,2610,-0.23025789503504557,-0.2,1,444.0,910.0,1.0,-544.0,1,0.46147080035536114
2611,2611,-0.2633883521501801,-0.3,1,489.0,820.0,1.0,1041.0,1,0.20489758494931704
2612,2612,-0.4478485362836577,-0.4,1,416.0,564.0,1.0,-420.0,1,0.35461050607539957
2613,2613,0.9446577863292684,0.9,0,472.0,579.0,0.0,179.0,1,0.24729800975544444
2614,2614,-0.8090974698196363,-0.8,1,272.0,728.0,1.0,150.0,1,0.2984918522817337
2615,2615,0.5956834120063135,0.6,0,323.0,647.0,0.0,320.0,1,0.23397671320710134
2616,2616,0.07315418814485741,0.1,0,477.0,659.0,1.0,-656.0,0,0.40766440391667635
2617,2617,-0.25253867612871783,-0.3,1,323.0,630.0,0.0,-103.0,0,0.3793661036145081
2618,2618,-0.1725097584824029,-0.2,1,258.0,521.0,1.0,-529.0,1,0.45803954121913887
2619,2619,-0.8038946441673978,-0.8,1,258.0,589.0,1.0,93.0,1,0.45469106845794244
2620,2620,-0.9883980007816011,-1.0,1,257.0,955.0,1.0,378.0,1,0.26211807006666915
2621,2621,0.5055576974038674,0.5,0,350.0,714.0,0.0,486.0,1,0.4342889964195712
2622,2622,0.9278264014585085,0.9,0,315.0,837.0,0.0,78.0,1,0.4381114113188058
2623,2623,0.33121037944431597,0.3,0,385.0,555.0,0.0,790.0,1,0.2874376003614344
